249	7	2
250	7	3
251	7	3
252	7	2
253	7	2
254	7	2
255	7	2
256	7	2
257	7	4
258	7	2
259	7	2
260	7	2
261	7	3
262	7	2
263	7	2
264	7	2
265	7	2
266	7	2
267	7	2
268	7	2
269	7	2
270	7	2
271	7	2
272	7	2
273	7	2
274	7	2
275	7	2
276	7	2
277	7	2
278	7	2
279	7	2
280	7	3
281	7	2
282	7	2
283	7	3
284	7	2
285	7	2
286	7	2
287	7	2
288	7	2
289	7	3
290	7	2
291	7	2
292	7	2
293	7	3
294	7	2
295	7	3
296	7	2
297	7	2
298	7	2
299	7	2
300	7	2
301	7	2
302	7	2
303	7	2
304	7	2
305	7	2
306	7	2
307	7	2
308	7	2
309	7	2
310	7	2
311	7	2
312	7	3
313	7	2
314	8	1
315	8	1
316	8	5
317	8	1
318	8	1
319	8	1
320	8	1
321	8	1
322	8	1
323	8	1
324	8	1
325	8	1
326	8	3
327	8	4
328	8	1
329	8	1
330	8	1
331	8	1
332	8	1
333	8	1
334	8	1
335	8	1
336	8	1
337	8	1
338	8	8
339	8	1
340	8	1
341	8	1
342	8	1
343	8	1
344	8	1
345	8	1
346	8	1
347	8	1
348	8	1
349	8	1
350	8	1
351	8	1
352	8	1
353	8	1
354	8	1
355	8	1
356	8	1
357	8	1
358	8	3
359	8	1
360	8	1
361	8	1
362	8	1
363	8	1
364	8	1
365	8	1
366	8	1
367	8	1
368	8	1
369	8	1
370	8	1
371	8	1
372	8	1
373	8	1
374	8	3
375	8	1
376	8	1
377	8	1
378	8	1
379	8	1
380	8	1
381	8	1
382	8	1
383	8	1
384	8	3
385	8	1
386	8	1
387	9	2
388	9	4
389	9	3
390	9	4
391	10	1
392	10	3
393	10	2
394	10	1
395	10	1
396	10	1
397	10	1
398	10	1
399	10	1
400	10	1
401	10	1
402	10	1
403	10	1
404	10	1
405	10	1
406	10	1
407	10	1
408	10	1
409	10	1
410	10	1
411	10	1
412	10	1
413	10	1
414	10	1
415	10	1
416	10	1
417	10	1
418	10	1
419	10	1
420	10	1
421	10	1
422	10	1
423	10	1
424	10	1
425	10	1
426	12	1
427	12	1
428	12	2
429	12	1
430	12	2
431	12	3
432	12	1
433	12	1
434	12	1
435	12	1
436	12	1
437	12	1
438	12	1
439	12	1
440	12	1
441	12	1
442	12	1
443	12	1
444	12	1
445	12	1
446	12	1
447	12	1
448	14	1
449	14	1
450	14	1
451	14	1
452	14	1
453	14	1
454	14	1
455	14	1
456	14	1
457	14	1
458	14	1
459	14	1
460	14	1
461	14	1
462	14	1
463	14	2
464	14	1
465	14	1
466	14	1
467	14	1
468	14	1
469	14	1
470	14	1
471	14	1
472	14	1
473	14	1
474	14	1
475	14	1
476	14	1
477	14	1
478	15	2
479	16	2
480	16	1
481	18	3
482	18	1
483	19	6
484	20	4
485	20	3
486	22	3
487	22	1
488	23	3
489	24	2
490	24	1
491	24	1
492	24	1
493	24	1
494	28	1
495	30	1
496	30	1
497	30	2
498	30	2
499	30	1
500	30	1
501	30	1
502	32	3
503	32	1
504	36	3
505	80	3
506	80	5
